,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
7720,Eminem,Gnat,6cS9PmLky2NhLOhpIsUlow,66,2020,hip-hop,0.835,0.869,10,-4.582,0,0.27,0.248,0.0,0.462,0.82,140.945,224656,4,True
7721,We Are Magonia,Anthem for the Apocalypse,6VNEnd9CqraOYYCDQ6iJSU,28,2018,club,0.362,0.719,1,-4.266,1,0.0486,0.000111,0.935,0.174,0.0639,129.923,265870,4,False
7722,Mo' Horizons,Soho Vibes,1BkFbZLCElt67OlM1XCB9Z,41,2001,electro,0.744,0.562,10,-12.188,0,0.0361,0.135,0.628,0.133,0.871,156.018,271693,4,False
7723,Arch Enemy,The World Is Yours,6tGyLydK5lNXz8Aw44wRj8,50,2017,death-metal,0.267,0.988,0,-4.146,1,0.152,6.04e-05,0.485,0.186,0.0992,184.849,293467,4,False
7724,Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,92,2022,pop,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690,4,True
7725,Sasquatch,Rational Woman,1HFm8MkuII4t3z3pt9avim,27,2017,psych-rock,0.209,0.959,5,-7.573,1,0.0682,7.29e-06,0.578,0.409,0.227,150.462,244440,4,False
7726,Tim McGraw,Do You Want Fries With That,6rsFioWHk6q3A2sLZQ9MYz,29,2004,country,0.604,0.802,7,-3.995,1,0.0317,0.214,0.0,0.111,0.671,135.999,239760,4,True
7727,Fred Hammond,We Sing Glory,0NAE8Pn3BPO3sD6AFq1LCr,7,2001,gospel,0.655,0.39,9,-6.358,1,0.0446,0.641,0.00106,0.165,0.687,87.904,277933,4,False
7728,Dead Moon,War Is Blind,29k0aIg7Kv0J3OtVSYIWpp,4,2004,garage,0.492,0.741,10,-7.539,1,0.0339,0.826,0.959,0.175,0.524,122.007,195267,4,False
7729,Preto no Branco,Mais De Ti - Ao Vivo,28P1xCna9Mh9RXPODYim8d,22,2023,gospel,0.308,0.713,7,-6.537,1,0.0323,0.22,0.000217,0.866,0.607,97.607,334286,4,False
7730,Total Science,Archive,3JlA5NFvq9JSPIK6jAUk9I,14,2009,drum-and-bass,0.584,0.914,6,-6.364,1,0.0497,0.000183,0.836,0.888,0.693,174.003,319600,4,False
7731,Japãozin,Hoje tem Festinha,6XzwVQxW8cuA02jCld0yok,42,2022,forro,0.743,0.862,3,-2.092,1,0.0535,0.49,0.0,0.0286,0.943,171.959,145291,4,False
7732,Jason Aldean,Two Night Town,1u6Ni98NiRqeiwe47DpMsA,34,2014,country,0.348,0.408,4,-7.353,1,0.0364,0.658,0.00241,0.348,0.408,143.503,200013,4,True
7733,Andrew Foy,You Broke Me First,0njuNwIyB3DoBHC0SFUkOr,40,2020,acoustic,0.734,0.0423,4,-24.831,1,0.0583,0.916,0.0,0.108,0.14,123.905,128799,4,False
7734,Georg Philipp Telemann,"Telemann: Trumpet Concerto in D Major, TWV 51:D7: I. Adagio",5ZyeUQe55N3FdUCs1sOuW3,32,2019,classical,0.222,0.129,1,-13.596,1,0.0379,0.96,0.967,0.0813,0.187,65.191,128573,4,False
7735,Ellie Goulding,Burn,5lF0pHbsJ0QqyIrLweHJPW,70,2012,dance,0.555,0.772,1,-5.007,1,0.0523,0.315,0.0,0.105,0.346,86.921,231213,4,True
7736,Chico Rey,You're My Girl,6bJsZProZDgAPsUFwTgkJr,2,2003,sertanejo,0.476,0.925,2,-4.88,1,0.0346,0.00159,1.69e-06,0.334,0.628,101.899,223133,4,False
7737,Malaa,Bling Bling (Delayers Remix),7hJNoMzNTNgOh8TGFMubiq,12,2018,groove,0.754,0.786,10,-5.467,0,0.0741,0.138,0.0157,0.0776,0.546,128.001,245569,4,False
7738,Pearl Jam,Sirens,1cAMXz9mnvrqyQLSG4KeeE,60,2013,alt-rock,0.523,0.847,3,-5.888,1,0.028,0.00309,1.21e-05,0.146,0.475,155.032,340320,4,True
7739,Alicia Keys,Like You'll Never See Me Again,3JHDtmFdX9kdx9wz0md98U,55,2007,pop,0.562,0.657,7,-8.074,1,0.0315,0.173,0.000272,0.102,0.266,127.808,315360,4,True
7740,Summer Walker,Throw It Away,21DN44aYlSoyfOQcboC0IP,61,2021,pop,0.645,0.658,0,-8.517,0,0.0653,0.266,1.82e-05,0.128,0.53,139.968,151714,4,True
7741,Iggy Azalea,Work,3yx6eryOZgO54bt3B671cn,52,2014,dance,0.699,0.804,7,-4.898,1,0.144,0.0631,0.0,0.414,0.491,140.012,223197,4,True
7742,Lee Brice,I Don't Dance,5aj0xPGiEUN3aI2oOYu14S,64,2014,country,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4,True
7743,Joe,If I Was Your Man,5PH2eU6P5LdnwDezBu8334,54,2007,dance,0.71,0.477,1,-7.44,1,0.0397,0.167,1.24e-06,0.128,0.143,94.932,232533,4,True
7744,Brad Paisley,The World,5JTCdbn2KE4vx1vt8HJ3pZ,40,2005,country,0.444,0.95,4,-6.018,1,0.0534,0.358,0.00161,0.101,0.886,176.78,241653,4,True
7745,Morgan Wallen,Don't Think Jesus,1TUuhV75FeOF6UObRsABo2,69,2022,country,0.578,0.431,2,-7.034,1,0.0269,0.469,0.0,0.137,0.21,116.979,226975,3,True
7746,Jonn Serrie,Flow of Time's Arrow,5ugMbsLdbAIKwO0G6CNLVv,11,2009,ambient,0.198,0.3,8,-18.533,1,0.0475,0.356,0.916,0.0871,0.0234,129.993,441907,3,False
7747,Luke Bryan,Roller Coaster,5r00wpsojd4mBYaQFDvni7,58,2013,country,0.602,0.79,8,-4.46,1,0.0355,0.026,7.43e-05,0.162,0.274,108.008,259080,4,True
7748,Ed Sheeran,How Would You Feel (Paean),6PJ8FF6UR8FZXfEvpHkIVN,65,2017,pop,0.617,0.439,9,-5.63,1,0.0269,0.424,0.0,0.127,0.242,139.979,280533,4,True
7749,Snot,"Tecato - Live At The Palace, Hollywood, CA., 1998",4E3sUKLazSPwBHZopJiUYt,13,2002,funk,0.304,0.949,1,-4.394,1,0.175,0.00062,0.000845,0.94,0.233,142.313,375973,4,False
7750,Jorge & Mateus,Os Anjos Cantam,6ccKu0LwJzOhLAxBwP2PTk,58,2015,sertanejo,0.508,0.761,11,-7.543,1,0.0447,0.677,1.22e-05,0.0702,0.595,180.177,197600,4,False
7751,Aidonia,Straight Happiness,7adWPhMyFPxG8zK6Q94v4D,5,2007,dancehall,0.701,0.63,10,-10.085,0,0.0554,0.156,0.0,0.111,0.602,135.578,226080,4,False
7752,Miranda Cosgrove,About You Now,3oRMeMMJ1xUhBBpy2iGE2g,45,2008,pop,0.49,0.868,6,-3.8,1,0.125,0.00566,0.0,0.602,0.655,164.979,190560,4,True
7753,Future,One Of My,12ZpiGAd2uPgJiofgoZMue,50,2020,hip-hop,0.95,0.5,1,-8.18,1,0.399,0.103,3.77e-05,0.103,0.598,114.009,142979,4,True
7754,Brad Paisley,Country Nation,4yL5WpJZmoxAV4udhE55VY,40,2014,country,0.387,0.861,4,-5.529,1,0.0413,0.0389,0.00047,0.1,0.482,177.94,225413,4,True
7755,Faith No More,Midlife Crisis,4vYphjIo22IN1cF9ReR1Ka,11,2000,funk,0.669,0.656,9,-10.549,1,0.0413,0.00113,0.000252,0.0989,0.464,108.098,259866,4,False
7756,Parachute,She Is Love,2Dz5WpEWA0vhnMmEPYiZ2y,56,2009,acoustic,0.629,0.174,6,-9.697,1,0.141,0.616,0.0,0.118,0.305,134.295,146067,1,True
7757,Avril Lavigne,Nobody's Home,0cZDC7uxNK8lqQ3GgyvCnD,62,2004,dance,0.348,0.907,5,-3.66,0,0.0497,0.000516,0.0,0.161,0.177,185.406,212413,4,True
7758,G-Eazy,Faithful (feat. Marc E. Bassy),3nEkblDKsOep9W5tjMOPti,51,2021,hip-hop,0.662,0.553,9,-8.205,1,0.0703,0.158,0.0,0.194,0.371,80.921,266899,4,False
7759,Twenty One Pilots,Jumpsuit,1E1uGhNdBe6Dddbgs2KqtZ,65,2018,rock,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560,4,True
7760,Lil Rob,Summer Nights,6fVCBBlHif6zfqXAEHKJy8,57,2005,funk,0.472,0.672,10,-4.997,0,0.212,0.358,0.0,0.108,0.392,81.813,269160,4,True
7761,Kid Cudi,Tequila Shots,30KctD1WsHKTIYczXjip5a,70,2020,hip-hop,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293,4,True
7762,Palmistry,In My Heart II,62CNWfFqQJHOaskOuhOV6L,2,2014,club,0.246,0.0313,8,-19.577,1,0.0532,0.95,0.000443,0.0945,0.239,80.195,175200,3,False
7763,Sorhin,Livets Löfte,5qTPMfy2maTunBSZmXIMxx,9,2000,black-metal,0.0758,0.99,9,-5.439,0,0.127,5.99e-05,0.04,0.346,0.0358,178.354,315840,4,False
7764,Linkin Park,Faint,4Yf5bqU3NK4kNOypcrLYwU,77,2003,metal,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,162600,4,True
7765,Lana Del Rey,Shades Of Cool,4VSg5K1hnbmIg4PwRdY6wV,68,2014,pop,0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,342093,3,True
7766,Rain Fruits Sounds,Gentle Rain on Path at Night,7piuclNEEPw5fTyKu3VSTm,38,2022,sleep,0.111,1.0,4,-24.9,0,0.0574,0.865,0.416,0.966,1e-05,65.065,125323,4,False
7767,Lil Baby,Real Spill,4OkFBMU18NidtaefaTjUq1,72,2022,hip-hop,0.776,0.557,2,-7.441,1,0.545,0.0496,0.0,0.112,0.284,156.978,198722,4,True
7768,Natasha Bedingfield,Angel,1pJJcWEtSpbv8UAom5bkvW,34,2007,dance,0.566,0.749,2,-4.435,1,0.0507,0.0574,0.0,0.388,0.503,134.909,246947,4,True
7769,Jana Kramer,Whiskey,2PlV5tbBAReUfsO6R55gxe,43,2012,country,0.528,0.773,0,-3.395,1,0.0331,0.0533,1.5e-05,0.34,0.48,143.816,215907,4,True
7770,Arsonists Get All The Girls,Claiming Middle Age A Decade Early,3IZGurZRdHBjix3cCCU8ms,11,2007,death-metal,0.343,0.965,1,-2.847,1,0.254,0.00254,0.00566,0.315,0.319,150.936,185853,4,False
7771,Thomas Rhett,Remember You Young,3LK6wDkhbTyg8GhJidU9oC,58,2019,country,0.396,0.51,6,-6.274,1,0.0327,0.355,0.0,0.113,0.299,113.994,180467,4,True
7772,Dream Evil,Bringing the Metal Back,5lhMCwyhNthoWzW61chlf8,6,2008,heavy-metal,0.534,0.977,7,-4.073,1,0.174,0.000208,0.186,0.0541,0.276,134.082,223773,4,False
7773,Mando Diao,Sweet Ride,27zSJ0RO1JdoTbXMpPDIMe,23,2002,garage,0.219,0.874,0,-3.924,1,0.0605,0.00163,0.0063,0.376,0.583,155.134,123800,4,False
7774,The Pussycat Dolls,I Don't Need A Man,0XEBKZHp8imfvf9NYjV8Kg,45,2005,dance,0.777,0.957,7,-3.863,0,0.0442,0.0397,2.91e-05,0.0855,0.756,105.844,219093,4,True
7775,Jack Harlow,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,69,2022,hip-hop,0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,206385,4,True
7776,Clay Walker,A Few Questions,5aiToW71TQJlX0xQKNCnmw,23,2003,country,0.532,0.498,7,-6.84,1,0.0307,0.413,0.0,0.107,0.148,140.073,227667,4,True
7777,Enigma,L'Histoire De 'Sadeness (Part II)',7HzrQ0VEDQ1kcfnGtwRW0d,10,2016,new-age,0.488,0.285,9,-17.214,1,0.0537,0.342,3.45e-06,0.103,0.425,82.151,157853,3,False
7778,Asrai,Tower,4eB9CgVysdRjpCf0nQPhQ6,2,2004,goth,0.513,0.554,2,-12.294,0,0.0834,0.191,0.0455,0.179,0.458,104.984,379160,4,False
7779,JUNNY,Spoiler,02h8XzZZnAniLzHrvqD1n7,25,2017,k-pop,0.686,0.74,7,-5.251,0,0.035,0.217,0.0,0.0669,0.503,114.991,227094,4,False
7780,Sam Hunt,Break Up In A Small Town,7aftSOGSOpSoIlVAQVBb71,66,2014,country,0.579,0.776,8,-5.365,1,0.173,0.0749,0.0,0.239,0.434,136.044,229880,4,True
7781,Iced Earth,Im-Ho-Tep,44Ww4wuB828MZKXd121xFr,21,2001,classical,0.517,0.953,8,-7.751,1,0.0885,5.41e-05,0.374,0.154,0.208,120.128,285720,4,False
7782,V.I.C.,Wobble,6JLcz9UGiVxAmEZXlCucn5,61,2008,hip-hop,0.855,0.746,3,-3.777,0,0.232,0.402,0.0,0.146,0.375,95.026,321987,4,True
7783,Zac Brown Band,Castaway,5sRHIWY7oREZYxTSbRybna,58,2015,rock,0.633,0.778,8,-5.201,1,0.0465,0.147,0.0,0.117,0.926,101.092,188053,4,True
7784,Japandroids,True Love And A Free Life Of Free Will,5gEF5eljQ783tXZzyxeIhJ,17,2017,punk-rock,0.382,0.968,7,-5.389,1,0.0724,0.00271,0.00125,0.0979,0.26,97.052,266800,4,False
7785,The Motern Manly Band,Never Got over It - Live,6kFDOnq77xMDeQlwcffxDT,0,2023,comedy,0.695,0.34,4,-12.194,0,0.0371,0.628,3.67e-05,0.669,0.12,123.525,208048,4,False
7786,Oh Romeo,One More Shot,17oieV1h3EkVMwcQgd6010,23,2015,disco,0.715,0.801,4,-13.714,0,0.0398,0.124,0.216,0.066,0.901,127.221,309640,4,False
7787,Counting Crows,Hanginaround,2VzE3kCeZbEb9cBXUI7U9C,25,2003,alt-rock,0.345,0.771,0,-6.758,1,0.0845,0.263,0.0,0.721,0.72,91.523,254107,4,True
7788,Liar Symphony,Lonely Track,5JuN6k5W4lKj17RNNY8unk,0,2015,heavy-metal,0.28,0.686,11,-2.825,1,0.0344,0.00832,0.0061,0.0722,0.243,93.592,335074,4,False
7789,The Aislers Set,The Way To Market Station,25J0kaQe8tmwbIUxNPqtMw,13,2000,club,0.187,0.803,9,-6.784,0,0.0533,8.4e-06,0.0452,0.37,0.396,188.85,192760,4,False
7790,Myron Butler & Levi,Jesus Saves,3qcC1PwiO3WFcGJVHvVIFa,11,2007,gospel,0.68,0.882,1,-5.146,1,0.293,0.0448,0.0,0.0449,0.695,113.618,316520,4,False
7791,Future,F&N,5YP6yKgGGsXKukqxXypVAf,55,2019,hip-hop,0.728,0.628,1,-4.766,1,0.191,0.01,6.53e-05,0.0735,0.393,160.94,189428,4,True
7792,Reel People,Can't Fake The Feeling - John Morales M+M Main Mix,6jo2LzMs17y1uAeK8tpMWI,30,2019,deep-house,0.801,0.743,5,-6.426,0,0.0484,0.00503,0.374,0.0929,0.814,116.998,537436,4,False
7793,Mustafa Zahid,Toh Phir Aao - Lounge Version,5zwx904y89dEC5uE6tO9ZR,48,2022,pop-film,0.486,0.831,9,-6.37,0,0.052,0.326,0.00348,0.0885,0.288,106.954,355867,4,False
7794,Owen,Poor Souls,4PH2fXtf2zkyrj9JWB78yG,12,2002,emo,0.534,0.358,6,-16.478,1,0.0323,0.35,0.247,0.0972,0.316,150.018,330000,3,False
7795,The Elgins,It's Been A Long Long Time - Single Version,4EHD0TJ9HPMLSfiHI17tjK,22,2007,soul,0.339,0.582,0,-4.395,1,0.0267,0.617,0.0,0.162,0.606,170.289,177053,3,False
7796,Jewel,Stronger Woman,5c4T0gvgzWRLLFrfjsF5Xu,18,2013,singer-songwriter,0.273,0.618,2,-9.316,1,0.0401,0.0116,5.04e-06,0.268,0.563,80.405,231373,4,True
7797,Giveon,Like I Want You,6qBFSepqLCuh5tehehc1bd,74,2020,pop,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,260776,3,True
7798,Angelo Ferreri,So Hard,03I56xnNYWETmsFLDvEti2,24,2016,disco,0.87,0.671,0,-7.541,1,0.121,0.000615,0.802,0.235,0.434,120.013,356010,4,False
7799,Three Days Grace,Never Too Late,3HE50TVRquwXe9yv2HFoNL,68,2006,alt-rock,0.433,0.778,2,-4.68,0,0.0371,0.00838,0.0,0.163,0.217,149.864,209333,4,True
7800,Snoop Dogg,From Tha Chuuuch To Da Palace,5M3fIM8TMpZtLC5yHc98Rh,32,2002,funk,0.799,0.679,2,-6.13,1,0.246,0.28,0.0,0.201,0.648,96.957,280560,4,True
7801,Adele,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,72,2015,pop,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,223079,4,True
7802,Fred Hammond,Blessings And Honor (Reprise),1cbTUfKJ8hGwP8IBZbCQED,7,2001,gospel,0.352,0.403,0,-11.77,0,0.0465,0.167,0.116,0.173,0.0679,118.009,96507,3,False
7803,Agnelli & Nelson,Everyday 2002 - Chris Agnelli Revamp Mix,4LHfj8uY10v98myZsYDxGe,0,2002,progressive-house,0.599,0.971,0,-8.433,1,0.0417,0.00216,0.879,0.33,0.577,135.015,621500,4,False
7804,Howie Day,Collide,6dwkFmLUz6hx2CZG2EqLol,64,2003,acoustic,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120,4,True
7805,Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,84,2003,metal,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4,True
7806,Drake,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,74,2017,hip-hop,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4,True
7807,Miracle Musical,Labyrinth,0L7MpEwFgZRP5rFdXOYaRT,54,2012,indie-pop,0.496,0.803,1,-6.234,1,0.0498,0.0214,0.000734,0.328,0.318,126.885,152746,5,False
7808,Stephen Majewski,Sister Water,7s4c9NBJGF7x43tGfjXidL,11,2007,new-age,0.252,0.14,4,-20.046,0,0.054,0.982,0.901,0.107,0.18,144.648,395613,4,False
7809,Victoria Monét,Experience,2oap3QptGISyIvwKpnJJId,57,2020,chill,0.614,0.809,9,-4.749,1,0.0738,0.0105,0.000353,0.148,0.354,112.023,176774,4,False
7810,Chris Brown,X,5pwcZWC7XdfoPo8FDwPaui,53,2014,dance,0.555,0.727,11,-5.93,0,0.0833,0.0936,0.0,0.0841,0.31,147.865,260573,4,True
7811,t.A.T.u.,Fly on the Wall,1Mio0ixGssBzzT9FgVlRnH,33,2008,dance,0.558,0.756,8,-6.146,1,0.0323,0.0162,2.98e-05,0.212,0.488,120.067,239413,4,False
7812,Nickelback,If Today Was Your Last Day,1YPfmWeMqn7OoguNcfqzaK,36,2001,alt-rock,0.474,0.93,3,-4.225,1,0.0378,0.000118,0.0,0.0903,0.571,89.937,248133,4,True
7813,Rihanna,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,79,2005,pop,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4,True
7814,Tha Dogg Pound,10 Til Midnite,2fMNEDvY8mxnP3K91EanKV,11,2001,funk,0.906,0.51,1,-6.41,1,0.171,0.000442,0.0,0.0527,0.644,91.841,349667,4,False
7815,Marcin Wasilewski Trio,Balladyna,4rNIrvNRzJ3JAmADOd33La,15,2008,swedish,0.225,0.2,10,-19.516,1,0.0392,0.909,0.926,0.0762,0.0516,63.387,406320,4,False
7816,Nickelback,How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf,78,2001,alt-rock,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,4,True
7817,Bowling For Soup,Almost,6TclVCUxDQm9s3Bey6Ao8H,56,2004,pop,0.546,0.882,11,-4.019,1,0.0394,0.000784,0.0,0.186,0.64,139.966,206160,4,True
7818,Joe Nichols,Yeah,43lL05gZ1DqG4YJ74rCPmM,53,2013,country,0.404,0.845,11,-4.647,1,0.049,0.00637,1.34e-05,0.357,0.591,165.703,231027,4,True
7819,DaBaby,BLAME IT ON BABY,0jWm0VyD8p3MrSInczpows,50,2020,hip-hop,0.875,0.687,9,-5.734,1,0.387,0.236,0.0,0.141,0.864,109.791,125907,4,True
7820,Hysaze,Nobodies,1atUjC79ArTNbeyb69efbc,28,2022,indian,0.672,0.832,1,-6.11,1,0.191,0.0143,3.04e-06,0.0589,0.461,150.06,144628,4,False
7821,Birat Bitz,Papi Bones,2v67N44MaRjEiZPPexjVw4,10,2023,techno,0.813,0.762,7,-9.192,1,0.0591,0.016,0.0388,0.48,0.182,125.978,402601,4,False
7822,BANKS,Goddess,6P2NcII68B40d0FoQGkrvD,46,2014,electro,0.526,0.371,1,-9.855,0,0.0369,0.0577,0.0192,0.112,0.112,136.762,242915,4,False
7823,MercyMe,I Can Only Imagine,1G5S1rEr4L57ftizRHcYDP,66,2001,alt-rock,0.42,0.612,4,-5.359,1,0.048,0.0917,0.0,0.0914,0.135,159.685,248253,4,True
7824,Raça Negra,Tá Doendo,7G85KAXFIcuyUA89NTAPML,9,2006,sertanejo,0.682,0.739,11,-8.665,0,0.259,0.282,0.0,0.0348,0.789,94.924,184573,4,False
7825,Lluvia para Dormir,"Sonidos de Lluvia Suave para Dormir, Pt. 04",0VVT0djZZxoScUu6v5Ed0i,31,2020,sleep,0.185,0.902,1,-33.011,1,0.0516,0.149,0.995,0.931,0.00845,111.546,64876,4,False
7826,The Bridge City Sinners,Run from the Sun,2MavIvUssH38IGVl4Cu1Y2,31,2019,acoustic,0.674,0.774,9,-4.106,0,0.0582,0.513,0.0,0.0863,0.815,115.13,201473,4,False
7827,Wax Motif,Let Go,0xQ3og638UidNKMuUWdCv9,10,2015,groove,0.663,0.736,8,-5.612,0,0.032,0.000246,0.731,0.0667,0.209,126.013,352398,4,False
7828,The Weeknd,Snowchild,3WlbeuhfRSqU7ylK2Ui5U7,66,2020,pop,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062,247187,4,True
7829,Draper,Joyride,0wAPK7DXS2x60zCtsHAnhl,17,2014,chill,0.439,0.933,5,-3.458,0,0.0608,0.00242,0.91,0.246,0.672,84.992,227834,4,False
7830,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,81,2017,hip-hop,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,True
7831,I.P.C.C.,Ho Dula Le Ntate,02n1vydgy5KT8wuMnFk0Nw,13,2000,gospel,0.63,0.219,2,-15.325,1,0.0309,0.59,3.98e-06,0.132,0.462,121.051,255560,4,False
7832,Vastive,Second Wind,0tx0K6cBOtlgcGYaZzh0I3,23,2023,dub,0.465,0.982,11,0.684,1,0.12,0.031,0.0129,0.175,0.0723,150.248,267300,4,False
7833,George Strait,I Saw God Today,7maV3I3KQNYpsOWYTOhGqn,52,2008,country,0.588,0.587,3,-6.89,1,0.0302,0.599,0.0,0.162,0.381,147.897,203200,4,True
7834,ATB,Wanderer - Short Mix,7ibVN7RPphanoK9fscZm1w,20,2019,techno,0.64,0.709,1,-5.122,0,0.0452,0.0882,0.00568,0.332,0.446,127.96,242812,4,False
7835,Barenaked Ladies,Too Little Too Late,7JUalHySYqNFmz1P3nfDyz,33,2000,pop,0.497,0.987,9,-0.884,1,0.098,0.0308,0.00463,0.123,0.455,144.013,203773,4,True
7836,Drake,Blem,2XlHu0HcujBCkWMdIAvrqt,62,2017,hip-hop,0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,216558,4,True
7837,Alberto Barros,Ay Como Duele,3ixJWXli3SgUBUJ0tKaGJg,19,2006,salsa,0.843,0.803,5,-5.231,1,0.038,0.481,0.000234,0.0429,0.902,101.003,209360,4,False
7838,Rotting Christ,Welcome to Hell,2hyqmf1hhx1wyVsEmQGlvt,9,2015,black-metal,0.508,0.81,6,-7.406,0,0.0722,0.000855,0.0266,0.289,0.437,147.921,275000,3,False
7839,Mefjus,Sinkhole,22ka5F9Y4t0UcKrZo2s6eH,15,2018,drum-and-bass,0.599,0.924,1,-1.0,1,0.0911,0.000557,0.861,0.124,0.0351,171.999,315349,4,False
7840,Glee Cast,Papa Can You Hear Me?,4IibBPekuv2Ynz4PnUuNdw,30,2012,club,0.263,0.127,10,-14.331,0,0.0438,0.952,1.56e-05,0.0921,0.161,77.499,211000,4,True
7841,The Mars Volta,The Widow,5meJWQuHyHDsOjWF8AtSDe,48,2005,metal,0.236,0.658,9,-6.059,0,0.0349,0.628,0.00927,0.276,0.106,106.222,350880,3,True
7842,Tony Guerra & Forró Sacode,Mentiroso,6p7edMPNeO6fKL1KY23Ezq,7,2007,forro,0.585,0.912,2,-3.204,1,0.0746,0.643,0.0,0.214,0.827,187.979,194900,4,False
7843,Jungle Brothers,Jbeez Rock The Dancehall,0hZyTCgXjvzHVlFE3pwsNE,3,2000,house,0.64,0.984,6,-9.724,1,0.134,0.0398,5.4e-05,0.626,0.613,143.405,248560,4,False
7844,Justin Timberlake,Mirrors,4rHZZAmHpZrA3iH5zx8frV,76,2013,dance,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4,True
7845,Drake,Views,7MjSipTto9QljYzZnloXOn,57,2016,hip-hop,0.395,0.852,5,-5.896,1,0.37,0.0657,0.0,0.262,0.112,76.428,311960,4,True
7846,Kelly Clarkson,Heartbeat Song,7FC9Lng8iXU081lbigu8m8,62,2015,pop,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,198733,4,True
7847,Michael Wendler,Total riskant,77BaT6acaxlCGhVU9rbZY3,2,2003,party,0.7,0.976,2,-3.201,1,0.0372,0.189,0.0,0.335,0.664,130.009,214187,4,False
7848,Plan 4,Basta Se Acabó,5mkpvaJGconismcITsykQv,6,2005,heavy-metal,0.617,0.818,11,-4.232,1,0.0474,0.0444,0.000683,0.0284,0.349,126.023,293093,4,False
7849,Funky DL,Talk About - Instrumental,4sxBft2sgw4ZCc1f7fKWfi,1,2003,chill,0.917,0.329,1,-5.378,1,0.0705,0.548,0.139,0.0956,0.818,101.075,188707,4,False
7850,Shania Twain,Forever And For Always,5eQtR62IZ8P8qZM2pSD9Ip,56,2002,country,0.469,0.722,6,-4.806,1,0.0326,0.232,0.0,0.123,0.529,85.984,283000,4,True
7851,Steve Petrunak,Feliz Navidad,7EyNSLyTbloQrzBbVQDIL0,6,2012,guitar,0.605,0.682,2,-7.935,1,0.0396,0.784,0.851,0.147,0.887,74.086,136453,4,False
7852,J.B.O.,J.B.O. wird niemals sterben,6bCpskQQR1lsnfNHyeKF4m,9,2004,german,0.442,0.971,8,-4.09,1,0.112,0.0142,0.0,0.242,0.326,97.567,255373,4,False
7853,Jason Nelson,Breathe,0UvcZ7LtqRXxQuUNaiUedT,17,2021,gospel,0.414,0.481,2,-7.576,1,0.0327,0.193,0.0,0.0869,0.17,129.791,332556,4,False
7854,Sugarland,Joey,504M3WFELlSIxDi3cf1RTL,35,2008,country,0.536,0.69,7,-4.841,1,0.0402,0.00132,0.000682,0.121,0.306,121.957,242120,4,True
7855,Keith Urban,Everybody,25d54Gbko9tTaN1vg6frgb,15,2006,country,0.399,0.523,2,-8.027,1,0.0314,0.08,8.49e-06,0.0673,0.158,188.236,333040,4,True
7856,Bryson Tiller,Sorry Not Sorry,16bHRxM89ue0TiCKARYbRp,61,2015,hip-hop,0.681,0.608,1,-6.093,1,0.207,0.0477,0.0,0.225,0.262,97.934,200760,4,True
7857,Soulfy,The Desolation - Original Mix,1bhl6ZjRqHPslKNfqwNTJw,18,2015,dub,0.597,0.87,2,-5.329,0,0.0292,0.0042,0.232,0.129,0.247,140.013,288933,4,False
